Pattern	Desired Output	Network Output
1	0.000000	0.121412
2	1.000000	0.649369
3	1.000000	0.672580
4	1.000000	0.632514
5	0.000000	0.498125
6	1.000000	0.669396
7	1.000000	0.484714
8	1.000000	0.683283
9	0.000000	0.687481
10	1.000000	0.679527
11	1.000000	0.686772
12	1.000000	0.517072
13	0.000000	0.687269
14	0.000000	0.687035
15	0.000000	0.681753
16	1.000000	0.658886
17	0.000000	0.660489
18	1.000000	0.572001
19	1.000000	0.150677
20	1.000000	0.676940
21	1.000000	0.671368
22	1.000000	0.679431
23	1.000000	0.677526
24	1.000000	0.615991
25	1.000000	0.682762
26	0.000000	0.666492
27	0.000000	0.492545
28	1.000000	0.533995
29	0.000000	0.491646
30	0.000000	0.175392
31	1.000000	0.615144
32	1.000000	0.538400
33	1.000000	0.489417
34	0.000000	0.658355
35	0.000000	0.489417
36	0.000000	0.580078
37	1.000000	0.538400
38	1.000000	0.645191
39	1.000000	0.580078
40	1.000000	0.664829
41	1.000000	0.317670
42	1.000000	0.561268
43	0.000000	0.575471
44	1.000000	0.482723
45	1.000000	0.324700
46	0.000000	0.179438
47	1.000000	0.324700
48	0.000000	0.470512
49	0.000000	0.422383
50	1.000000	0.484169
51	1.000000	0.585052
52	0.000000	0.488234
53	1.000000	0.509208
54	1.000000	0.545065
55	0.000000	0.379245
56	0.000000	0.461834
57	0.000000	0.486241
58	0.000000	0.503015
59	0.000000	0.523368
60	0.000000	0.121417
61	0.000000	0.485483
62	1.000000	0.482616
63	0.000000	0.484169
64	1.000000	0.123432
65	0.000000	0.220867
66	0.000000	0.124041
67	0.000000	0.135850
68	0.000000	0.490202
69	0.000000	0.484169
70	1.000000	0.490202
71	0.000000	0.486457
72	0.000000	0.484316
73	0.000000	0.288730
74	1.000000	0.278198
75	0.000000	0.278198
76	1.000000	0.278198
77	1.000000	0.485019
78	1.000000	0.382125
79	0.000000	0.127593
80	0.000000	0.121412
81	0.000000	0.304419
82	0.000000	0.264053
83	1.000000	0.264053
84	0.000000	0.264053
85	0.000000	0.264053
86	0.000000	0.264053
87	0.000000	0.264053
88	1.000000	0.264053
89	0.000000	0.264053
90	0.000000	0.264053
91	0.000000	0.264053
92	0.000000	0.264053
93	0.000000	0.123575
94	0.000000	0.297730
95	1.000000	0.123794
96	0.000000	0.123688
97	0.000000	0.455023
98	1.000000	0.263188
99	0.000000	0.483376
100	0.000000	0.286620
101	0.000000	0.123389
102	0.000000	0.269863
103	0.000000	0.302936
104	0.000000	0.121412
105	0.000000	0.123234
106	0.000000	0.271980
107	0.000000	0.121572
108	0.000000	0.121412
109	0.000000	0.121412
110	0.000000	0.262047
111	0.000000	0.262047
112	0.000000	0.262047
113	0.000000	0.262047
114	1.000000	0.262047
115	0.000000	0.262047
116	0.000000	0.262047
117	0.000000	0.262047
118	0.000000	0.262047
119	0.000000	0.262047
120	1.000000	0.262047
121	0.000000	0.262047
122	0.000000	0.121412
123	0.000000	0.262047
124	1.000000	0.216608
125	0.000000	0.121419
126	1.000000	0.121412
127	0.000000	0.121412
128	0.000000	0.122641
129	0.000000	0.121412
130	0.000000	0.121412
131	0.000000	0.122137
132	0.000000	0.121688
133	0.000000	0.258426
134	0.000000	0.122893
135	0.000000	0.123349
136	0.000000	0.121412
137	0.000000	0.123349
138	0.000000	0.121412
139	0.000000	0.121734
140	0.000000	0.121412
141	1.000000	0.121412
142	1.000000	0.121558
143	0.000000	0.121412
144	0.000000	0.121412
145	0.000000	0.121412
146	1.000000	0.121412
147	0.000000	0.121412
148	0.000000	0.121412
149	0.000000	0.246649
150	0.000000	0.121412
151	0.000000	0.122114
152	0.000000	0.121412
153	0.000000	0.121412
154	0.000000	0.121412
155	0.000000	0.186952
156	0.000000	0.121412
157	0.000000	0.123349
158	0.000000	0.175987
159	0.000000	0.121762
160	0.000000	0.121412
161	0.000000	0.121416
162	0.000000	0.121412
163	0.000000	0.121412
164	0.000000	0.121412
165	0.000000	0.121412
166	0.000000	0.121412
167	0.000000	0.121412
168	0.000000	0.121412
169	1.000000	0.121412
170	0.000000	0.121412
171	1.000000	0.121412
172	0.000000	0.121412
173	0.000000	0.121412
174	0.000000	0.123349
175	0.000000	0.123348
176	0.000000	0.123120
177	0.000000	0.121412
178	0.000000	0.121412
179	0.000000	0.123349
180	0.000000	0.121412
181	0.000000	0.121412
182	1.000000	0.123349
183	0.000000	0.121412
184	0.000000	0.121412
185	0.000000	0.121412
186	0.000000	0.121412
187	0.000000	0.121725
188	0.000000	0.121412
189	0.000000	0.121412
190	0.000000	0.121412
191	0.000000	0.121412
192	0.000000	0.121412
193	0.000000	0.121412
194	0.000000	0.121412
195	0.000000	0.121412
196	0.000000	0.121412
197	1.000000	0.121412
198	0.000000	0.121412
199	0.000000	0.121412
200	0.000000	0.121412
201	0.000000	0.121412
202	0.000000	0.121412
203	0.000000	0.121412
204	0.000000	0.121412
205	0.000000	0.121412
206	0.000000	0.121412
207	0.000000	0.121412
208	0.000000	0.121412
209	0.000000	0.121412
210	1.000000	0.121412
211	0.000000	0.121412
212	0.000000	0.121412
213	0.000000	0.121412
214	1.000000	0.121412
215	0.000000	0.121412
216	0.000000	0.121412
217	0.000000	0.121412
218	0.000000	0.121412
219	0.000000	0.121412
220	0.000000	0.121412
221	0.000000	0.121412
222	0.000000	0.121412
223	0.000000	0.121412
224	0.000000	0.121412
225	0.000000	0.121412
226	0.000000	0.121412
227	0.000000	0.121412
228	0.000000	0.121412
229	0.000000	0.121412
230	0.000000	0.121412
231	0.000000	0.121412
232	0.000000	0.121412
233	0.000000	0.121412
234	1.000000	0.121412
235	0.000000	0.121412
236	0.000000	0.121412
237	0.000000	0.121412
238	0.000000	0.121412
239	0.000000	0.121412
240	0.000000	0.121412
241	0.000000	0.121412
242	0.000000	0.121412
243	0.000000	0.121412
244	0.000000	0.121412
245	0.000000	0.121412
246	0.000000	0.121412
247	0.000000	0.121412
248	0.000000	0.121412
249	0.000000	0.121412
