Pattern	Desired Output	Network Output
1	0.000000	0.000000
2	1.000000	1.000000
3	1.000000	1.000000
4	1.000000	1.000000
5	0.000000	1.000000
6	1.000000	0.000033
7	1.000000	1.000000
8	1.000000	1.000000
9	0.000000	0.037117
10	1.000000	0.834952
11	1.000000	0.048818
12	1.000000	0.695855
13	0.000000	0.802397
14	0.000000	0.790629
15	0.000000	0.000001
16	1.000000	0.000001
17	0.000000	0.654051
18	1.000000	0.649955
19	1.000000	0.000000
20	1.000000	0.634215
21	1.000000	0.637735
22	1.000000	0.629647
23	1.000000	0.628524
24	1.000000	0.576155
25	1.000000	0.626391
26	0.000000	0.634662
27	0.000000	0.577785
28	1.000000	0.621907
29	0.000000	0.625886
30	0.000000	0.000000
31	1.000000	0.626437
32	1.000000	0.624870
33	1.000000	0.500716
34	0.000000	0.628548
35	0.000000	0.500716
36	0.000000	0.614490
37	1.000000	0.624870
38	1.000000	0.623012
39	1.000000	0.614490
40	1.000000	0.625153
41	1.000000	0.301604
42	1.000000	0.604077
43	0.000000	0.625674
44	1.000000	0.524751
45	1.000000	0.321167
46	0.000000	0.267479
47	1.000000	0.321167
48	0.000000	0.241328
49	0.000000	0.322419
50	1.000000	0.614144
51	1.000000	0.624672
52	0.000000	0.525669
53	1.000000	0.493039
54	1.000000	0.617323
55	0.000000	0.291037
56	0.000000	0.300931
57	0.000000	0.473491
58	0.000000	0.619200
59	0.000000	0.610135
60	0.000000	0.000000
61	0.000000	0.603302
62	1.000000	0.287229
63	0.000000	0.553775
64	1.000000	0.233043
65	0.000000	0.234723
66	0.000000	0.233123
67	0.000000	0.089186
68	0.000000	0.561444
69	0.000000	0.437533
70	1.000000	0.561444
71	0.000000	0.292181
72	0.000000	0.281329
73	0.000000	0.280194
74	1.000000	0.271610
75	0.000000	0.271610
76	1.000000	0.271610
77	1.000000	0.494133
78	1.000000	0.277110
79	0.000000	0.233037
80	0.000000	0.214115
81	0.000000	0.270833
82	0.000000	0.277956
83	1.000000	0.277956
84	0.000000	0.277956
85	0.000000	0.277956
86	0.000000	0.277956
87	0.000000	0.277956
88	1.000000	0.277956
89	0.000000	0.277956
90	0.000000	0.277956
91	0.000000	0.277956
92	0.000000	0.277956
93	0.000000	0.000483
94	0.000000	0.270099
95	1.000000	0.233043
96	0.000000	0.232254
97	0.000000	0.281725
98	1.000000	0.273770
99	0.000000	0.330209
100	0.000000	0.269158
101	0.000000	0.000040
102	0.000000	0.269415
103	0.000000	0.223014
104	0.000000	0.162928
105	0.000000	0.000000
106	0.000000	0.271636
107	0.000000	0.097687
108	0.000000	0.063043
109	0.000000	0.063043
110	0.000000	0.272026
111	0.000000	0.272026
112	0.000000	0.272026
113	0.000000	0.272026
114	1.000000	0.272026
115	0.000000	0.272026
116	0.000000	0.272026
117	0.000000	0.272026
118	0.000000	0.272026
119	0.000000	0.272026
120	1.000000	0.272026
121	0.000000	0.272026
122	0.000000	0.065799
123	0.000000	0.272026
124	1.000000	0.266224
125	0.000000	0.232707
126	1.000000	0.211085
127	0.000000	0.119086
128	0.000000	0.232927
129	0.000000	0.106799
130	0.000000	0.096414
131	0.000000	0.213772
132	0.000000	0.229275
133	0.000000	0.268149
134	0.000000	0.134104
135	0.000000	0.233035
136	0.000000	0.205500
137	0.000000	0.233040
138	0.000000	0.062828
139	0.000000	0.232326
140	0.000000	0.169863
141	1.000000	0.064291
142	1.000000	0.232483
143	0.000000	0.062816
144	0.000000	0.222169
145	0.000000	0.141614
146	1.000000	0.127809
147	0.000000	0.127809
148	0.000000	0.127809
149	0.000000	0.268008
150	0.000000	0.092874
151	0.000000	0.233017
152	0.000000	0.064879
153	0.000000	0.224590
154	0.000000	0.218005
155	0.000000	0.260701
156	0.000000	0.174019
157	0.000000	0.232776
158	0.000000	0.256755
159	0.000000	0.232970
160	0.000000	0.075748
161	0.000000	0.232669
162	0.000000	0.229621
163	0.000000	0.142926
164	0.000000	0.204385
165	0.000000	0.128831
166	0.000000	0.064677
167	0.000000	0.064677
168	0.000000	0.064677
169	1.000000	0.064677
170	0.000000	0.064677
171	1.000000	0.062405
172	0.000000	0.062393
173	0.000000	0.222316
174	0.000000	0.233040
175	0.000000	0.233040
176	0.000000	0.233038
177	0.000000	0.187614
178	0.000000	0.110011
179	0.000000	0.000000
180	0.000000	0.064009
181	0.000000	0.091458
182	1.000000	0.186631
183	0.000000	0.065840
184	0.000000	0.063174
185	0.000000	0.062882
186	0.000000	0.192545
187	0.000000	0.005314
188	0.000000	0.065548
189	0.000000	0.218716
190	0.000000	0.069458
191	0.000000	0.066333
192	0.000000	0.066333
193	0.000000	0.066333
194	0.000000	0.066333
195	0.000000	0.066333
196	0.000000	0.066333
197	1.000000	0.228670
198	0.000000	0.066285
199	0.000000	0.066285
200	0.000000	0.196542
201	0.000000	0.159924
202	0.000000	0.072478
203	0.000000	0.068042
204	0.000000	0.068042
205	0.000000	0.068042
206	0.000000	0.068042
207	0.000000	0.068042
208	0.000000	0.063395
209	0.000000	0.062385
210	1.000000	0.062400
211	0.000000	0.232306
212	0.000000	0.133104
213	0.000000	0.232072
214	1.000000	0.062548
215	0.000000	0.062510
216	0.000000	0.062618
217	0.000000	0.062493
