Pattern	Desired Output	Network Output
1	0.000000	0.107151
2	1.000000	0.653579
3	1.000000	0.653579
4	1.000000	0.653579
5	0.000000	0.653579
6	1.000000	0.653579
7	1.000000	0.653579
8	1.000000	0.653579
9	0.000000	0.653579
10	1.000000	0.653579
11	1.000000	0.653579
12	1.000000	0.653066
13	0.000000	0.653579
14	0.000000	0.653579
15	0.000000	0.653579
16	1.000000	0.653578
17	0.000000	0.653484
18	1.000000	0.653032
19	1.000000	0.653330
20	1.000000	0.653578
21	1.000000	0.653577
22	1.000000	0.653578
23	1.000000	0.653578
24	1.000000	0.653571
25	1.000000	0.653509
26	0.000000	0.653574
27	0.000000	0.287636
28	1.000000	0.483371
29	0.000000	0.653570
30	0.000000	0.648657
31	1.000000	0.651990
32	1.000000	0.653131
33	1.000000	0.279730
34	0.000000	0.653565
35	0.000000	0.279730
36	0.000000	0.648408
37	1.000000	0.653131
38	1.000000	0.653071
39	1.000000	0.648408
40	1.000000	0.653246
41	1.000000	0.254237
42	1.000000	0.644166
43	0.000000	0.653551
44	1.000000	0.648039
45	1.000000	0.298252
46	0.000000	0.648201
47	1.000000	0.298252
48	0.000000	0.107152
49	0.000000	0.256916
50	1.000000	0.653216
51	1.000000	0.653462
52	0.000000	0.652598
53	1.000000	0.600234
54	1.000000	0.653310
55	0.000000	0.256178
56	0.000000	0.265549
57	0.000000	0.652009
58	0.000000	0.653114
59	0.000000	0.653266
60	0.000000	0.107151
61	0.000000	0.653195
62	1.000000	0.107211
63	0.000000	0.652946
64	1.000000	0.107151
65	0.000000	0.107151
66	0.000000	0.107151
67	0.000000	0.115876
68	0.000000	0.653133
69	0.000000	0.389647
70	1.000000	0.653133
71	0.000000	0.448994
72	0.000000	0.414980
73	0.000000	0.281838
74	1.000000	0.253969
75	0.000000	0.253969
76	1.000000	0.253969
77	1.000000	0.653078
78	1.000000	0.314962
79	0.000000	0.107151
80	0.000000	0.107151
81	0.000000	0.255026
82	0.000000	0.253712
83	1.000000	0.253712
84	0.000000	0.253712
85	0.000000	0.253712
86	0.000000	0.253712
87	0.000000	0.253712
88	1.000000	0.253712
89	0.000000	0.253712
90	0.000000	0.253712
91	0.000000	0.253712
92	0.000000	0.253712
93	0.000000	0.107151
94	0.000000	0.254906
95	1.000000	0.107151
96	0.000000	0.107151
97	0.000000	0.514931
98	1.000000	0.254185
99	0.000000	0.653026
100	0.000000	0.254685
101	0.000000	0.107151
102	0.000000	0.253893
103	0.000000	0.549678
104	0.000000	0.107151
105	0.000000	0.107151
106	0.000000	0.272083
107	0.000000	0.107151
108	0.000000	0.107151
109	0.000000	0.107151
110	0.000000	0.257705
111	0.000000	0.257705
112	0.000000	0.257705
113	0.000000	0.257705
114	1.000000	0.257705
115	0.000000	0.257705
116	0.000000	0.257705
117	0.000000	0.257705
118	0.000000	0.257705
119	0.000000	0.257705
120	1.000000	0.257705
121	0.000000	0.257705
122	0.000000	0.107151
123	0.000000	0.257705
124	1.000000	0.246372
125	0.000000	0.107151
126	1.000000	0.107151
127	0.000000	0.107151
128	0.000000	0.107151
129	0.000000	0.107151
130	0.000000	0.107151
131	0.000000	0.107151
132	0.000000	0.107151
133	0.000000	0.253722
134	0.000000	0.107151
135	0.000000	0.107151
136	0.000000	0.107151
137	0.000000	0.107151
138	0.000000	0.107151
139	0.000000	0.107151
140	0.000000	0.107151
141	1.000000	0.107151
142	1.000000	0.107151
143	0.000000	0.107151
144	0.000000	0.107151
145	0.000000	0.107151
146	1.000000	0.107151
147	0.000000	0.107151
148	0.000000	0.107151
149	0.000000	0.251979
150	0.000000	0.107151
151	0.000000	0.107151
152	0.000000	0.107151
153	0.000000	0.107151
154	0.000000	0.107151
155	0.000000	0.115426
156	0.000000	0.107151
157	0.000000	0.107151
158	0.000000	0.110139
159	0.000000	0.107151
160	0.000000	0.107151
161	0.000000	0.107151
162	0.000000	0.107151
163	0.000000	0.107151
164	0.000000	0.107151
165	0.000000	0.107151
166	0.000000	0.107151
167	0.000000	0.107151
168	0.000000	0.107151
169	1.000000	0.107151
170	0.000000	0.107151
171	1.000000	0.107151
172	0.000000	0.107151
173	0.000000	0.107151
174	0.000000	0.107151
175	0.000000	0.107151
176	0.000000	0.107151
177	0.000000	0.107151
178	0.000000	0.107151
179	0.000000	0.107151
180	0.000000	0.107151
181	0.000000	0.107151
182	1.000000	0.107151
183	0.000000	0.107151
184	0.000000	0.107151
185	0.000000	0.107151
186	0.000000	0.107151
187	0.000000	0.107151
188	0.000000	0.107151
189	0.000000	0.107151
190	0.000000	0.107151
191	0.000000	0.107151
192	0.000000	0.107151
193	0.000000	0.107151
194	0.000000	0.107151
195	0.000000	0.107151
196	0.000000	0.107151
197	1.000000	0.107151
198	0.000000	0.107151
199	0.000000	0.107151
200	0.000000	0.107151
201	0.000000	0.107151
202	0.000000	0.107151
203	0.000000	0.107151
204	0.000000	0.107151
205	0.000000	0.107151
206	0.000000	0.107151
207	0.000000	0.107151
208	0.000000	0.107151
209	0.000000	0.107151
210	1.000000	0.107151
211	0.000000	0.107151
212	0.000000	0.107151
213	0.000000	0.107151
214	1.000000	0.107151
215	0.000000	0.107151
216	0.000000	0.107151
217	0.000000	0.107151
218	0.000000	0.107151
219	0.000000	0.107151
220	0.000000	0.107151
221	0.000000	0.107151
222	0.000000	0.107151
223	0.000000	0.107151
224	0.000000	0.107151
225	0.000000	0.107151
226	0.000000	0.107151
227	0.000000	0.107151
228	0.000000	0.107151
229	0.000000	0.107151
230	0.000000	0.107151
231	0.000000	0.107151
232	0.000000	0.107151
233	0.000000	0.107151
234	1.000000	0.107151
235	0.000000	0.107151
236	0.000000	0.107151
237	0.000000	0.107151
238	0.000000	0.107151
239	0.000000	0.107151
240	0.000000	0.107151
241	0.000000	0.107151
242	0.000000	0.107151
243	0.000000	0.107151
244	0.000000	0.107151
245	0.000000	0.107151
246	0.000000	0.107151
247	0.000000	0.107151
248	0.000000	0.107151
249	0.000000	0.107151
