Pattern	Desired Output	Network Output
1	0.000000	0.048846
2	1.000000	0.600735
3	1.000000	0.602409
4	1.000000	0.600798
5	0.000000	0.600749
6	1.000000	0.600915
7	1.000000	0.600823
8	1.000000	0.601129
9	0.000000	0.601175
10	1.000000	0.601323
11	1.000000	0.601634
12	1.000000	0.596177
13	0.000000	0.601538
14	0.000000	0.601932
15	0.000000	0.605219
16	1.000000	0.612578
17	0.000000	0.618956
18	1.000000	0.592659
19	1.000000	0.635742
20	1.000000	0.620701
21	1.000000	0.628361
22	1.000000	0.612097
23	1.000000	0.614085
24	1.000000	0.633326
25	1.000000	0.607370
26	0.000000	0.633383
27	0.000000	0.505825
28	1.000000	0.566168
29	0.000000	0.635701
30	0.000000	0.635974
31	1.000000	0.587679
32	1.000000	0.627160
33	1.000000	0.421384
34	0.000000	0.635499
35	0.000000	0.421384
36	0.000000	0.575420
37	1.000000	0.627160
38	1.000000	0.605390
39	1.000000	0.575420
40	1.000000	0.623316
41	1.000000	0.295004
42	1.000000	0.565196
43	0.000000	0.635918
44	1.000000	0.624198
45	1.000000	0.296276
46	0.000000	0.192013
47	1.000000	0.296276
48	0.000000	0.186581
49	0.000000	0.297979
50	1.000000	0.635974
51	1.000000	0.635973
52	0.000000	0.609911
53	1.000000	0.487040
54	1.000000	0.635971
55	0.000000	0.294790
56	0.000000	0.294877
57	0.000000	0.617407
58	0.000000	0.635974
59	0.000000	0.635973
60	0.000000	0.177771
61	0.000000	0.635974
62	1.000000	0.185213
63	0.000000	0.546332
64	1.000000	0.177858
65	0.000000	0.178183
66	0.000000	0.177962
67	0.000000	0.177274
68	0.000000	0.635974
69	0.000000	0.230548
70	1.000000	0.635974
71	0.000000	0.334805
72	0.000000	0.318926
73	0.000000	0.294680
74	1.000000	0.294675
75	0.000000	0.294675
76	1.000000	0.294675
77	1.000000	0.635972
78	1.000000	0.294705
79	0.000000	0.177860
80	0.000000	0.177725
81	0.000000	0.294675
82	0.000000	0.294675
83	1.000000	0.294675
84	0.000000	0.294675
85	0.000000	0.294675
86	0.000000	0.294675
87	0.000000	0.294675
88	1.000000	0.294675
89	0.000000	0.294675
90	0.000000	0.294675
91	0.000000	0.294675
92	0.000000	0.294675
93	0.000000	0.177829
94	0.000000	0.294675
95	1.000000	0.177836
96	0.000000	0.177672
97	0.000000	0.541425
98	1.000000	0.294675
99	0.000000	0.510308
100	0.000000	0.294675
101	0.000000	0.177824
102	0.000000	0.294675
103	0.000000	0.190952
104	0.000000	0.177235
105	0.000000	0.177819
106	0.000000	0.294675
107	0.000000	0.176830
108	0.000000	0.048847
109	0.000000	0.048847
110	0.000000	0.294675
111	0.000000	0.294675
112	0.000000	0.294675
113	0.000000	0.294675
114	1.000000	0.294675
115	0.000000	0.294675
116	0.000000	0.294675
117	0.000000	0.294675
118	0.000000	0.294675
119	0.000000	0.294675
120	1.000000	0.294675
121	0.000000	0.294675
122	0.000000	0.175517
123	0.000000	0.294675
124	1.000000	0.507433
125	0.000000	0.177701
126	1.000000	0.177202
127	0.000000	0.177048
128	0.000000	0.177714
129	0.000000	0.176914
130	0.000000	0.048852
131	0.000000	0.177013
132	0.000000	0.177377
133	0.000000	0.294675
134	0.000000	0.175112
135	0.000000	0.177823
136	0.000000	0.177097
137	0.000000	0.177822
138	0.000000	0.048847
139	0.000000	0.177741
140	0.000000	0.176989
141	1.000000	0.048872
142	1.000000	0.177535
143	0.000000	0.048904
144	0.000000	0.177189
145	0.000000	0.176912
146	1.000000	0.176856
147	0.000000	0.176856
148	0.000000	0.176856
149	0.000000	0.294675
150	0.000000	0.176846
151	0.000000	0.177712
152	0.000000	0.174551
153	0.000000	0.177490
154	0.000000	0.177062
155	0.000000	0.126358
156	0.000000	0.176904
157	0.000000	0.177823
158	0.000000	0.062440
159	0.000000	0.177622
160	0.000000	0.176726
161	0.000000	0.177477
162	0.000000	0.177178
163	0.000000	0.176830
164	0.000000	0.176917
165	0.000000	0.176440
166	0.000000	0.141553
167	0.000000	0.141553
168	0.000000	0.141553
169	1.000000	0.141553
170	0.000000	0.141553
171	1.000000	0.048846
172	0.000000	0.048846
173	0.000000	0.176991
174	0.000000	0.177821
175	0.000000	0.177817
176	0.000000	0.177748
177	0.000000	0.176865
178	0.000000	0.176795
179	0.000000	0.177824
180	0.000000	0.048848
181	0.000000	0.175337
182	1.000000	0.177823
183	0.000000	0.048846
184	0.000000	0.048973
185	0.000000	0.048852
186	0.000000	0.176848
187	0.000000	0.177719
188	0.000000	0.048847
189	0.000000	0.176869
190	0.000000	0.050092
191	0.000000	0.053516
192	0.000000	0.053516
193	0.000000	0.053516
194	0.000000	0.053516
195	0.000000	0.053516
196	0.000000	0.053516
197	1.000000	0.176901
198	0.000000	0.048934
199	0.000000	0.048934
200	0.000000	0.176436
201	0.000000	0.172141
202	0.000000	0.048993
203	0.000000	0.049309
204	0.000000	0.049309
205	0.000000	0.049309
206	0.000000	0.049309
207	0.000000	0.049309
208	0.000000	0.048850
209	0.000000	0.048846
210	1.000000	0.048846
211	0.000000	0.176959
212	0.000000	0.119017
213	0.000000	0.177112
214	1.000000	0.048846
215	0.000000	0.048846
216	0.000000	0.048846
217	0.000000	0.048846
218	0.000000	0.049390
219	0.000000	0.049438
220	0.000000	0.049438
221	0.000000	0.176883
222	0.000000	0.048863
223	0.000000	0.049925
224	0.000000	0.048849
225	0.000000	0.048919
226	0.000000	0.048852
227	0.000000	0.048852
228	0.000000	0.176919
229	0.000000	0.048852
230	0.000000	0.048852
231	0.000000	0.048856
232	0.000000	0.048847
233	0.000000	0.048846
234	1.000000	0.048848
235	0.000000	0.048848
236	0.000000	0.048848
237	0.000000	0.048848
238	0.000000	0.048848
239	0.000000	0.048848
240	0.000000	0.048848
241	0.000000	0.048847
242	0.000000	0.048848
243	0.000000	0.048846
244	0.000000	0.048846
245	0.000000	0.048846
246	0.000000	0.048846
247	0.000000	0.048846
248	0.000000	0.048846
249	0.000000	0.048846
