Pattern	Desired Output	Network Output
1	0.000000	0.000000
2	1.000000	1.000000
3	1.000000	1.000000
4	1.000000	1.000000
5	0.000000	0.999999
6	1.000000	0.472868
7	1.000000	0.472868
8	1.000000	1.000000
9	0.000000	1.000000
10	1.000000	0.475363
11	1.000000	1.000000
12	1.000000	0.304423
13	0.000000	1.000000
14	0.000000	1.000000
15	0.000000	0.635421
16	1.000000	0.489839
17	0.000000	0.472863
18	1.000000	0.472853
19	1.000000	0.472868
20	1.000000	0.472868
21	1.000000	0.472868
22	1.000000	0.472868
23	1.000000	0.472868
24	1.000000	0.472868
25	1.000000	0.472868
26	0.000000	0.472868
27	0.000000	0.472841
28	1.000000	0.491082
29	0.000000	0.472868
30	0.000000	0.472868
31	1.000000	0.472868
32	1.000000	0.472812
33	1.000000	0.472862
34	0.000000	0.472868
35	0.000000	0.472862
36	0.000000	0.472868
37	1.000000	0.472812
38	1.000000	0.472868
39	1.000000	0.472868
40	1.000000	0.472868
41	1.000000	0.291021
42	1.000000	0.472868
43	0.000000	0.472868
44	1.000000	0.166277
45	1.000000	0.208297
46	0.000000	0.000000
47	1.000000	0.208297
48	0.000000	0.472868
49	0.000000	0.467965
50	1.000000	0.125571
51	1.000000	0.472868
52	0.000000	0.452915
53	1.000000	0.472868
54	1.000000	0.472868
55	0.000000	0.472502
56	0.000000	0.472868
57	0.000000	0.398995
58	0.000000	0.472761
59	0.000000	0.472868
60	0.000000	0.143125
61	0.000000	0.472868
62	1.000000	0.125571
63	0.000000	0.472831
64	1.000000	0.000000
65	0.000000	0.472868
66	0.000000	0.000000
67	0.000000	0.985662
68	0.000000	0.472868
69	0.000000	0.126243
70	1.000000	0.472868
71	0.000000	0.472868
72	0.000000	0.472868
73	0.000000	0.449710
74	1.000000	0.453522
75	0.000000	0.453522
76	1.000000	0.453522
77	1.000000	0.472868
78	1.000000	0.472649
79	0.000000	0.393672
80	0.000000	0.144440
81	0.000000	0.471795
82	0.000000	0.173976
83	1.000000	0.173976
84	0.000000	0.173976
85	0.000000	0.173976
86	0.000000	0.173976
87	0.000000	0.173976
88	1.000000	0.173976
89	0.000000	0.173976
90	0.000000	0.173976
91	0.000000	0.173976
92	0.000000	0.173976
93	0.000000	0.453407
94	0.000000	0.471759
95	1.000000	0.179336
96	0.000000	0.992689
97	0.000000	0.472868
98	1.000000	0.189303
99	0.000000	0.472866
100	0.000000	0.471945
101	0.000000	0.126688
102	0.000000	0.462377
103	0.000000	0.241374
104	0.000000	0.146824
105	0.000000	0.129597
106	0.000000	0.258646
107	0.000000	0.000000
108	0.000000	0.000000
109	0.000000	0.000000
110	0.000000	0.313260
111	0.000000	0.313260
112	0.000000	0.313260
113	0.000000	0.313260
114	1.000000	0.313260
115	0.000000	0.313260
116	0.000000	0.313260
117	0.000000	0.313260
118	0.000000	0.313260
119	0.000000	0.313260
120	1.000000	0.313260
121	0.000000	0.313260
122	0.000000	0.125571
123	0.000000	0.313260
124	1.000000	0.323622
125	0.000000	0.126806
126	1.000000	0.137504
127	0.000000	0.125595
128	0.000000	0.125571
129	0.000000	0.144694
130	0.000000	0.125564
131	0.000000	0.000000
132	0.000000	0.233184
133	0.000000	0.292074
134	0.000000	0.139431
135	0.000000	0.125554
136	0.000000	0.130919
137	0.000000	0.000000
138	0.000000	0.125567
139	0.000000	0.125566
140	0.000000	0.125569
141	1.000000	0.000000
142	1.000000	0.126000
143	0.000000	0.130547
144	0.000000	0.125563
145	0.000000	0.125565
146	1.000000	0.126286
147	0.000000	0.126286
148	0.000000	0.126286
149	0.000000	0.270266
150	0.000000	0.125616
151	0.000000	0.125512
152	0.000000	0.147758
153	0.000000	0.125566
154	0.000000	0.125567
155	0.000000	0.131151
156	0.000000	0.125569
157	0.000000	0.000000
158	0.000000	0.127911
159	0.000000	0.988218
160	0.000000	0.125569
161	0.000000	0.125613
162	0.000000	0.125563
163	0.000000	0.125568
164	0.000000	0.125567
165	0.000000	0.000000
166	0.000000	0.142051
167	0.000000	0.142051
168	0.000000	0.142051
169	1.000000	0.142051
170	0.000000	0.142051
171	1.000000	0.000000
172	0.000000	0.000000
173	0.000000	0.125565
174	0.000000	0.000000
175	0.000000	0.000000
176	0.000000	0.000000
177	0.000000	0.125566
178	0.000000	0.125566
179	0.000000	0.000561
180	0.000000	0.000000
181	0.000000	0.125565
182	1.000000	0.000000
183	0.000000	0.125547
184	0.000000	0.125568
185	0.000000	0.125554
186	0.000000	0.125544
187	0.000000	0.974341
188	0.000000	0.000000
189	0.000000	0.000000
190	0.000000	0.125552
191	0.000000	0.125573
192	0.000000	0.125573
193	0.000000	0.125573
194	0.000000	0.125573
195	0.000000	0.125573
196	0.000000	0.125573
197	1.000000	0.000000
198	0.000000	0.125514
199	0.000000	0.125514
200	0.000000	0.000000
201	0.000000	0.125549
202	0.000000	0.164881
203	0.000000	0.125567
204	0.000000	0.125567
205	0.000000	0.125567
206	0.000000	0.125567
207	0.000000	0.125567
208	0.000000	0.125561
209	0.000000	0.000000
210	1.000000	0.125518
211	0.000000	0.000000
212	0.000000	0.249292
213	0.000000	0.000000
214	1.000000	0.129069
215	0.000000	0.000000
216	0.000000	0.000000
217	0.000000	0.000000
