Pattern	Desired Output	Network Output
1	0.000000	0.017631
2	1.000000	0.763659
3	1.000000	0.574272
4	1.000000	0.574440
5	0.000000	0.934394
6	1.000000	0.574273
7	1.000000	0.782781
8	1.000000	0.574273
9	0.000000	0.439304
10	1.000000	0.574273
11	1.000000	0.572441
12	1.000000	0.643980
13	0.000000	0.499327
14	0.000000	0.523272
15	0.000000	0.573648
16	1.000000	0.574220
17	0.000000	0.782746
18	1.000000	0.650076
19	1.000000	0.625791
20	1.000000	0.379909
21	1.000000	0.929192
22	1.000000	0.517920
23	1.000000	0.510084
24	1.000000	0.570610
25	1.000000	0.262521
26	0.000000	0.900587
27	0.000000	0.413884
28	1.000000	0.499464
29	0.000000	0.567691
30	0.000000	0.565818
31	1.000000	0.610596
32	1.000000	0.584337
33	1.000000	0.390661
34	0.000000	0.837624
35	0.000000	0.390661
36	0.000000	0.509645
37	1.000000	0.584337
38	1.000000	0.861732
39	1.000000	0.509645
40	1.000000	0.260625
41	1.000000	0.369291
42	1.000000	0.471738
43	0.000000	0.157494
44	1.000000	0.450044
45	1.000000	0.373809
46	0.000000	0.148838
47	1.000000	0.373809
48	0.000000	0.154757
49	0.000000	0.373451
50	1.000000	0.164959
51	1.000000	0.699585
52	0.000000	0.397219
53	1.000000	0.455451
54	1.000000	0.521405
55	0.000000	0.368792
56	0.000000	0.370525
57	0.000000	0.386344
58	0.000000	0.513715
59	0.000000	0.471174
60	0.000000	0.190724
61	0.000000	0.881372
62	1.000000	0.148868
63	0.000000	0.148850
64	1.000000	0.137120
65	0.000000	0.013419
66	0.000000	0.138535
67	0.000000	0.425130
68	0.000000	0.395420
69	0.000000	0.148845
70	1.000000	0.395420
71	0.000000	0.644902
72	0.000000	0.449833
73	0.000000	0.361942
74	1.000000	0.286776
75	0.000000	0.286776
76	1.000000	0.286776
77	1.000000	0.376165
78	1.000000	0.343910
79	0.000000	0.067217
80	0.000000	0.363663
81	0.000000	0.282202
82	0.000000	0.268653
83	1.000000	0.268653
84	0.000000	0.268653
85	0.000000	0.268653
86	0.000000	0.268653
87	0.000000	0.268653
88	1.000000	0.268653
89	0.000000	0.268653
90	0.000000	0.268653
91	0.000000	0.268653
92	0.000000	0.268653
93	0.000000	0.036766
94	0.000000	0.259365
95	1.000000	0.013435
96	0.000000	0.101445
97	0.000000	0.350817
98	1.000000	0.281257
99	0.000000	0.365326
100	0.000000	0.216376
101	0.000000	0.037133
102	0.000000	0.220433
103	0.000000	0.143292
104	0.000000	0.327214
105	0.000000	0.042063
