Pattern	Desired Output	Network Output
1	0.000000	0.069677
2	1.000000	0.790618
3	1.000000	0.938943
4	1.000000	0.787106
5	0.000000	0.789553
6	1.000000	0.272555
7	1.000000	0.322249
8	1.000000	0.938923
9	0.000000	0.938924
10	1.000000	0.841486
11	1.000000	0.933930
12	1.000000	0.181100
13	0.000000	0.938235
14	0.000000	0.930822
15	0.000000	0.927235
16	1.000000	0.937059
17	0.000000	0.754148
18	1.000000	0.753317
19	1.000000	0.272551
20	1.000000	0.605661
21	1.000000	0.856524
22	1.000000	0.604080
23	1.000000	0.604057
24	1.000000	0.607706
25	1.000000	0.604023
26	0.000000	0.651837
27	0.000000	0.750527
28	1.000000	0.666717
29	0.000000	0.273494
30	0.000000	0.272551
31	1.000000	0.522666
32	1.000000	0.675767
33	1.000000	0.633360
34	0.000000	0.565903
35	0.000000	0.633360
36	0.000000	0.517859
37	1.000000	0.675767
38	1.000000	0.602926
39	1.000000	0.517859
40	1.000000	0.604077
41	1.000000	0.186280
42	1.000000	0.524841
43	0.000000	0.553533
44	1.000000	0.272555
45	1.000000	0.181187
46	0.000000	0.272551
47	1.000000	0.181187
48	0.000000	0.490682
49	0.000000	0.703631
50	1.000000	0.272565
51	1.000000	0.274659
52	0.000000	0.353596
53	1.000000	0.546266
54	1.000000	0.234290
55	0.000000	0.311433
56	0.000000	0.233954
57	0.000000	0.245791
58	0.000000	0.233761
59	0.000000	0.234340
60	0.000000	0.180002
61	0.000000	0.566859
62	1.000000	0.272692
63	0.000000	0.438040
64	1.000000	0.272551
65	0.000000	0.325882
66	0.000000	0.272551
67	0.000000	0.272551
68	0.000000	0.234520
69	0.000000	0.311160
70	1.000000	0.234520
71	0.000000	0.567444
72	0.000000	0.568560
73	0.000000	0.599028
74	1.000000	0.408214
75	0.000000	0.408214
76	1.000000	0.408214
77	1.000000	0.234630
78	1.000000	0.233740
79	0.000000	0.232449
80	0.000000	0.496425
81	0.000000	0.233753
82	0.000000	0.181140
83	1.000000	0.181140
84	0.000000	0.181140
85	0.000000	0.181140
86	0.000000	0.181140
87	0.000000	0.181140
88	1.000000	0.181140
89	0.000000	0.181140
90	0.000000	0.181140
91	0.000000	0.181140
92	0.000000	0.181140
93	0.000000	0.228605
94	0.000000	0.233742
95	1.000000	0.088869
96	0.000000	0.272550
97	0.000000	0.234361
98	1.000000	0.180915
99	0.000000	0.234127
100	0.000000	0.233738
101	0.000000	0.213467
102	0.000000	0.239521
103	0.000000	0.229504
104	0.000000	0.340557
105	0.000000	0.335728
106	0.000000	0.258501
107	0.000000	0.272551
108	0.000000	0.272463
109	0.000000	0.272463
110	0.000000	0.180111
111	0.000000	0.180111
112	0.000000	0.180111
113	0.000000	0.180111
114	1.000000	0.180111
115	0.000000	0.180111
116	0.000000	0.180111
117	0.000000	0.180111
118	0.000000	0.180111
119	0.000000	0.180111
120	1.000000	0.180111
121	0.000000	0.180111
122	0.000000	0.131574
123	0.000000	0.180111
