Pattern	Desired Output	Network Output
1	0.000000	0.193168
2	1.000000	0.582671
3	1.000000	0.582671
4	1.000000	0.582671
5	0.000000	0.582671
6	1.000000	0.582671
7	1.000000	0.582671
8	1.000000	0.582671
9	0.000000	0.582671
10	1.000000	0.582671
11	1.000000	0.582671
12	1.000000	0.582671
13	0.000000	0.582671
14	0.000000	0.582671
15	0.000000	0.582671
16	1.000000	0.582671
17	0.000000	0.582671
18	1.000000	0.582671
19	1.000000	0.582671
20	1.000000	0.582671
21	1.000000	0.582671
22	1.000000	0.582671
23	1.000000	0.582671
24	1.000000	0.582671
25	1.000000	0.582671
26	0.000000	0.582671
27	0.000000	0.582671
28	1.000000	0.582671
29	0.000000	0.582671
30	0.000000	0.582667
31	1.000000	0.582671
32	1.000000	0.582671
33	1.000000	0.582671
34	0.000000	0.582671
35	0.000000	0.582671
36	0.000000	0.582671
37	1.000000	0.582671
38	1.000000	0.582671
39	1.000000	0.582671
40	1.000000	0.582671
41	1.000000	0.279947
42	1.000000	0.582671
43	0.000000	0.582671
44	1.000000	0.582555
45	1.000000	0.289456
46	0.000000	0.577648
47	1.000000	0.289456
48	0.000000	0.193224
49	0.000000	0.497889
50	1.000000	0.582671
51	1.000000	0.582671
52	0.000000	0.582671
53	1.000000	0.582671
54	1.000000	0.582671
55	0.000000	0.280114
56	0.000000	0.369116
57	0.000000	0.582671
58	0.000000	0.582671
59	0.000000	0.582671
60	0.000000	0.193201
61	0.000000	0.582671
62	1.000000	0.194180
63	0.000000	0.582650
64	1.000000	0.193201
65	0.000000	0.193202
66	0.000000	0.193202
67	0.000000	0.192541
68	0.000000	0.582671
69	0.000000	0.529216
70	1.000000	0.582671
71	0.000000	0.498450
72	0.000000	0.282816
73	0.000000	0.279804
74	1.000000	0.273318
75	0.000000	0.273318
76	1.000000	0.273318
77	1.000000	0.582671
78	1.000000	0.279918
79	0.000000	0.193201
80	0.000000	0.193200
81	0.000000	0.276992
82	0.000000	0.261996
83	1.000000	0.261996
84	0.000000	0.261996
85	0.000000	0.261996
86	0.000000	0.261996
87	0.000000	0.261996
88	1.000000	0.261996
89	0.000000	0.261996
90	0.000000	0.261996
91	0.000000	0.261996
92	0.000000	0.261996
93	0.000000	0.193201
94	0.000000	0.274438
95	1.000000	0.193201
96	0.000000	0.193201
97	0.000000	0.280129
98	1.000000	0.264205
99	0.000000	0.582582
100	0.000000	0.265800
101	0.000000	0.193201
102	0.000000	0.257951
103	0.000000	0.337360
104	0.000000	0.191081
105	0.000000	0.193201
106	0.000000	0.275597
107	0.000000	0.192970
108	0.000000	0.062517
109	0.000000	0.062517
110	0.000000	0.266273
111	0.000000	0.266273
112	0.000000	0.266273
113	0.000000	0.266273
114	1.000000	0.266273
115	0.000000	0.266273
116	0.000000	0.266273
117	0.000000	0.266273
118	0.000000	0.266273
119	0.000000	0.266273
120	1.000000	0.266273
121	0.000000	0.266273
122	0.000000	0.062517
123	0.000000	0.266273
124	1.000000	0.252917
125	0.000000	0.193200
126	1.000000	0.193141
127	0.000000	0.186165
128	0.000000	0.193201
129	0.000000	0.063159
130	0.000000	0.062517
131	0.000000	0.193194
132	0.000000	0.193198
133	0.000000	0.219586
134	0.000000	0.062517
135	0.000000	0.193201
136	0.000000	0.193051
137	0.000000	0.193201
138	0.000000	0.062517
139	0.000000	0.193201
140	0.000000	0.192429
141	1.000000	0.062517
142	1.000000	0.193200
143	0.000000	0.062517
144	0.000000	0.193186
145	0.000000	0.191186
146	1.000000	0.070296
147	0.000000	0.070296
148	0.000000	0.070296
149	0.000000	0.207970
150	0.000000	0.062645
151	0.000000	0.193201
152	0.000000	0.062517
153	0.000000	0.193200
154	0.000000	0.193156
155	0.000000	0.068618
156	0.000000	0.190869
157	0.000000	0.193201
158	0.000000	0.064104
159	0.000000	0.193201
160	0.000000	0.062517
161	0.000000	0.193200
162	0.000000	0.193193
163	0.000000	0.092272
164	0.000000	0.192954
165	0.000000	0.192617
166	0.000000	0.062517
