Pattern	Desired Output	Network Output
1	0.000000	0.120031
2	1.000000	0.980326
3	1.000000	0.985657
4	1.000000	0.979819
5	0.000000	0.980247
6	1.000000	0.435403
7	1.000000	0.955934
8	1.000000	0.980489
9	0.000000	0.999797
10	1.000000	0.548761
11	1.000000	0.987397
12	1.000000	0.475202
13	0.000000	0.999797
14	0.000000	0.999797
15	0.000000	0.986307
16	1.000000	0.982908
17	0.000000	0.999749
18	1.000000	0.920548
19	1.000000	0.446154
20	1.000000	0.997229
21	1.000000	0.999797
22	1.000000	0.451207
23	1.000000	0.448596
24	1.000000	0.423196
25	1.000000	0.388357
26	0.000000	0.999797
27	0.000000	0.372061
28	1.000000	0.369709
29	0.000000	0.439983
30	0.000000	0.455195
31	1.000000	0.339616
32	1.000000	0.354470
33	1.000000	0.340858
34	0.000000	0.999561
35	0.000000	0.340858
36	0.000000	0.339046
37	1.000000	0.354470
38	1.000000	0.572825
39	1.000000	0.339046
40	1.000000	0.999668
41	1.000000	0.233170
42	1.000000	0.339045
43	0.000000	0.035318
44	1.000000	0.455219
45	1.000000	0.223036
46	0.000000	0.455219
47	1.000000	0.223036
48	0.000000	0.386414
49	0.000000	0.340804
50	1.000000	0.444365
51	1.000000	0.339929
52	0.000000	0.339037
53	1.000000	0.341959
54	1.000000	0.339022
55	0.000000	0.339025
56	0.000000	0.339020
57	0.000000	0.339021
58	0.000000	0.339020
59	0.000000	0.339022
60	0.000000	0.120031
61	0.000000	0.015665
62	1.000000	0.438418
63	0.000000	0.061680
64	1.000000	0.164444
65	0.000000	0.000045
66	0.000000	0.161866
67	0.000000	0.002400
68	0.000000	0.339022
69	0.000000	0.195887
70	1.000000	0.339022
71	0.000000	0.987220
72	0.000000	0.987175
73	0.000000	0.339549
74	1.000000	0.339035
75	0.000000	0.339035
76	1.000000	0.339035
77	1.000000	0.339028
78	1.000000	0.339020
79	0.000000	0.120174
80	0.000000	0.120031
81	0.000000	0.339020
82	0.000000	0.227965
83	1.000000	0.227965
84	0.000000	0.227965
85	0.000000	0.227965
86	0.000000	0.227965
87	0.000000	0.227965
88	1.000000	0.227965
89	0.000000	0.227965
90	0.000000	0.227965
91	0.000000	0.227965
92	0.000000	0.227965
93	0.000000	0.127114
94	0.000000	0.339020
95	1.000000	0.000337
96	0.000000	0.000042
97	0.000000	0.339048
98	1.000000	0.250083
99	0.000000	0.327869
100	0.000000	0.339020
101	0.000000	0.129438
102	0.000000	0.339020
103	0.000000	0.094567
104	0.000000	0.120031
105	0.000000	0.120031
106	0.000000	0.339020
107	0.000000	0.119440
108	0.000000	0.005617
109	0.000000	0.005617
110	0.000000	0.282566
111	0.000000	0.282566
112	0.000000	0.282566
113	0.000000	0.282566
114	1.000000	0.282566
115	0.000000	0.282566
116	0.000000	0.282566
117	0.000000	0.282566
118	0.000000	0.282566
119	0.000000	0.282566
120	1.000000	0.282566
121	0.000000	0.282566
122	0.000000	0.032351
123	0.000000	0.282566
124	1.000000	0.339020
125	0.000000	0.120031
126	1.000000	0.120031
127	0.000000	0.120031
128	0.000000	0.120002
129	0.000000	0.120031
130	0.000000	0.002588
131	0.000000	0.119514
132	0.000000	0.118929
133	0.000000	0.339020
134	0.000000	0.159904
135	0.000000	0.160641
136	0.000000	0.120031
137	0.000000	0.159855
138	0.000000	0.058353
139	0.000000	0.120031
140	0.000000	0.120031
141	1.000000	0.087312
142	1.000000	0.120031
143	0.000000	0.120030
144	0.000000	0.120031
145	0.000000	0.120031
146	1.000000	0.120031
147	0.000000	0.120031
148	0.000000	0.120031
149	0.000000	0.339020
150	0.000000	0.120031
151	0.000000	0.120031
152	0.000000	0.120031
153	0.000000	0.120031
154	0.000000	0.120031
155	0.000000	0.339020
156	0.000000	0.120031
157	0.000000	0.161639
158	0.000000	0.339020
159	0.000000	0.120031
160	0.000000	0.120031
161	0.000000	0.120031
162	0.000000	0.120031
163	0.000000	0.120031
164	0.000000	0.120031
165	0.000000	0.087474
166	0.000000	0.120031
167	0.000000	0.120031
168	0.000000	0.120031
169	1.000000	0.120031
170	0.000000	0.120031
171	1.000000	0.044454
172	0.000000	0.052127
173	0.000000	0.120031
174	0.000000	0.128268
175	0.000000	0.035740
176	0.000000	0.120023
177	0.000000	0.120031
178	0.000000	0.120031
179	0.000000	0.157124
180	0.000000	0.076162
181	0.000000	0.120031
182	1.000000	0.105254
183	0.000000	0.120034
184	0.000000	0.120031
185	0.000000	0.120031
186	0.000000	0.120031
187	0.000000	0.120031
188	0.000000	0.077387
189	0.000000	0.120031
190	0.000000	0.120031
191	0.000000	0.120031
192	0.000000	0.120031
193	0.000000	0.120031
194	0.000000	0.120031
195	0.000000	0.120031
196	0.000000	0.120031
197	1.000000	0.120031
198	0.000000	0.120031
199	0.000000	0.120031
200	0.000000	0.120012
201	0.000000	0.120031
202	0.000000	0.120031
203	0.000000	0.120031
204	0.000000	0.120031
205	0.000000	0.120031
206	0.000000	0.120031
207	0.000000	0.120031
208	0.000000	0.120031
209	0.000000	0.086812
210	1.000000	0.120031
211	0.000000	0.120031
212	0.000000	0.120031
213	0.000000	0.120031
214	1.000000	0.120031
215	0.000000	0.077953
216	0.000000	0.120031
217	0.000000	0.119120
218	0.000000	0.120031
219	0.000000	0.120031
220	0.000000	0.120031
221	0.000000	0.120031
222	0.000000	0.120031
223	0.000000	0.120031
224	0.000000	0.120031
225	0.000000	0.120031
226	0.000000	0.120031
227	0.000000	0.120031
228	0.000000	0.120031
229	0.000000	0.120031
230	0.000000	0.120031
231	0.000000	0.120031
232	0.000000	0.120031
233	0.000000	0.093609
234	1.000000	0.120031
235	0.000000	0.120031
236	0.000000	0.120031
237	0.000000	0.120031
238	0.000000	0.120031
239	0.000000	0.120031
240	0.000000	0.120031
241	0.000000	0.120031
242	0.000000	0.120031
243	0.000000	0.081997
244	0.000000	0.080016
245	0.000000	0.120031
246	0.000000	0.120031
247	0.000000	0.120031
248	0.000000	0.120031
249	0.000000	0.120031
