Pattern	Desired Output	Network Output
1	0.000000	0.043379
2	1.000000	0.994780
3	1.000000	0.911528
4	1.000000	0.994631
5	0.000000	0.991956
6	1.000000	0.800194
7	1.000000	0.986870
8	1.000000	0.983909
9	0.000000	0.655931
10	1.000000	0.999209
11	1.000000	0.711217
12	1.000000	0.398574
13	0.000000	0.632150
14	0.000000	0.619581
15	0.000000	0.725847
16	1.000000	0.863677
17	0.000000	0.563231
18	1.000000	0.560375
19	1.000000	0.932695
20	1.000000	0.574921
21	1.000000	0.577911
22	1.000000	0.579287
23	1.000000	0.577634
24	1.000000	0.605144
25	1.000000	0.570541
26	0.000000	0.569927
27	0.000000	0.553251
28	1.000000	0.563848
29	0.000000	0.587156
30	0.000000	0.000008
31	1.000000	0.565140
32	1.000000	0.438829
33	1.000000	0.539829
34	0.000000	0.565935
35	0.000000	0.539829
36	0.000000	0.563842
37	1.000000	0.438829
38	1.000000	0.564430
39	1.000000	0.563842
40	1.000000	0.564712
41	1.000000	0.238837
42	1.000000	0.563169
43	0.000000	0.564701
44	1.000000	0.526426
45	1.000000	0.200168
46	0.000000	0.189916
47	1.000000	0.200168
48	0.000000	0.576548
49	0.000000	0.356402
50	1.000000	0.529783
51	1.000000	0.554912
52	0.000000	0.215452
53	1.000000	0.558447
54	1.000000	0.473610
55	0.000000	0.289743
56	0.000000	0.399068
57	0.000000	0.209139
58	0.000000	0.264858
59	0.000000	0.431543
60	0.000000	0.199567
61	0.000000	0.560618
62	1.000000	0.543877
63	0.000000	0.561617
64	1.000000	0.189986
65	0.000000	0.546828
66	0.000000	0.190071
67	0.000000	0.242084
68	0.000000	0.310523
69	0.000000	0.559647
70	1.000000	0.310523
71	0.000000	0.505783
72	0.000000	0.474625
73	0.000000	0.199812
74	1.000000	0.206382
75	0.000000	0.206382
76	1.000000	0.206382
77	1.000000	0.258237
78	1.000000	0.206009
79	0.000000	0.211402
80	0.000000	0.199605
81	0.000000	0.216777
82	0.000000	0.201833
83	1.000000	0.201833
84	0.000000	0.201833
85	0.000000	0.201833
86	0.000000	0.201833
87	0.000000	0.201833
88	1.000000	0.201833
89	0.000000	0.201833
90	0.000000	0.201833
91	0.000000	0.201833
92	0.000000	0.201833
93	0.000000	0.286708
94	0.000000	0.212912
95	1.000000	0.469142
96	0.000000	0.192419
97	0.000000	0.220928
98	1.000000	0.199909
99	0.000000	0.216875
100	0.000000	0.207553
101	0.000000	0.206487
102	0.000000	0.202741
103	0.000000	0.207560
104	0.000000	0.199572
105	0.000000	0.199652
106	0.000000	0.199687
107	0.000000	0.153168
108	0.000000	0.049433
109	0.000000	0.049433
110	0.000000	0.199704
111	0.000000	0.199704
112	0.000000	0.199704
113	0.000000	0.199704
114	1.000000	0.199704
115	0.000000	0.199704
116	0.000000	0.199704
117	0.000000	0.199704
118	0.000000	0.199704
119	0.000000	0.199704
120	1.000000	0.199704
121	0.000000	0.199704
122	0.000000	0.182389
123	0.000000	0.199704
124	1.000000	0.199721
125	0.000000	0.199578
126	1.000000	0.199528
127	0.000000	0.199566
128	0.000000	0.172920
129	0.000000	0.199532
130	0.000000	0.189340
131	0.000000	0.044318
132	0.000000	0.052392
133	0.000000	0.199983
134	0.000000	0.199554
135	0.000000	0.168840
136	0.000000	0.199524
137	0.000000	0.183777
138	0.000000	0.192998
139	0.000000	0.198857
140	0.000000	0.199526
141	1.000000	0.043381
142	1.000000	0.122591
143	0.000000	0.192770
144	0.000000	0.198531
145	0.000000	0.199417
146	1.000000	0.199516
147	0.000000	0.199516
148	0.000000	0.199516
149	0.000000	0.199565
150	0.000000	0.199522
151	0.000000	0.121202
152	0.000000	0.199534
153	0.000000	0.199321
154	0.000000	0.199496
155	0.000000	0.199536
156	0.000000	0.199513
157	0.000000	0.043643
158	0.000000	0.199533
159	0.000000	0.058722
160	0.000000	0.199518
161	0.000000	0.125645
162	0.000000	0.197940
163	0.000000	0.199510
164	0.000000	0.199493
165	0.000000	0.043384
166	0.000000	0.199520
167	0.000000	0.199520
168	0.000000	0.199520
169	1.000000	0.199520
170	0.000000	0.199520
171	1.000000	0.044746
172	0.000000	0.043859
173	0.000000	0.199010
174	0.000000	0.043385
175	0.000000	0.043383
176	0.000000	0.043389
177	0.000000	0.199457
178	0.000000	0.199481
179	0.000000	0.043548
180	0.000000	0.043380
181	0.000000	0.199421
182	1.000000	0.043385
183	0.000000	0.199471
184	0.000000	0.199513
185	0.000000	0.199085
186	0.000000	0.192810
187	0.000000	0.046814
188	0.000000	0.043379
189	0.000000	0.044225
190	0.000000	0.198255
191	0.000000	0.199512
192	0.000000	0.199512
193	0.000000	0.199512
194	0.000000	0.199512
195	0.000000	0.199512
196	0.000000	0.199512
197	1.000000	0.043386
198	0.000000	0.195968
199	0.000000	0.195968
200	0.000000	0.043380
201	0.000000	0.193770
202	0.000000	0.173736
203	0.000000	0.199507
204	0.000000	0.199507
205	0.000000	0.199507
206	0.000000	0.199507
207	0.000000	0.199507
208	0.000000	0.199276
209	0.000000	0.043379
210	1.000000	0.198420
211	0.000000	0.043391
212	0.000000	0.122178
213	0.000000	0.043386
214	1.000000	0.194192
215	0.000000	0.043379
216	0.000000	0.043385
217	0.000000	0.043379
218	0.000000	0.143916
219	0.000000	0.046516
220	0.000000	0.046516
221	0.000000	0.043379
222	0.000000	0.044034
223	0.000000	0.043758
224	0.000000	0.043609
225	0.000000	0.052912
226	0.000000	0.190947
227	0.000000	0.190947
228	0.000000	0.043379
229	0.000000	0.190947
230	0.000000	0.190947
231	0.000000	0.043426
232	0.000000	0.049230
233	0.000000	0.043379
234	1.000000	0.105238
235	0.000000	0.105238
236	0.000000	0.105238
237	0.000000	0.105238
238	0.000000	0.105238
239	0.000000	0.105238
240	0.000000	0.105238
241	0.000000	0.043379
242	0.000000	0.105238
243	0.000000	0.043379
244	0.000000	0.043379
245	0.000000	0.043431
246	0.000000	0.043379
247	0.000000	0.043379
248	0.000000	0.043379
249	0.000000	0.043379
