Pattern	Desired Output	Network Output
1	0.000000	0.103597
2	1.000000	0.999997
3	1.000000	0.999998
4	1.000000	0.999996
5	0.000000	0.999997
6	1.000000	0.325885
7	1.000000	0.999996
8	1.000000	0.999992
9	0.000000	0.761883
10	1.000000	0.703127
11	1.000000	0.710514
12	1.000000	0.312719
13	0.000000	0.710847
14	0.000000	0.701921
15	0.000000	0.703365
16	1.000000	0.711091
17	0.000000	0.313004
18	1.000000	0.310448
19	1.000000	0.322344
20	1.000000	0.697380
21	1.000000	0.697540
22	1.000000	0.697360
23	1.000000	0.697357
24	1.000000	0.697414
25	1.000000	0.697331
26	0.000000	0.697243
27	0.000000	0.308892
28	1.000000	0.359538
29	0.000000	0.322260
30	0.000000	0.322260
31	1.000000	0.659035
32	1.000000	0.307336
33	1.000000	0.308270
34	0.000000	0.687299
35	0.000000	0.308270
36	0.000000	0.650611
37	1.000000	0.307336
38	1.000000	0.696331
39	1.000000	0.650611
40	1.000000	0.697333
41	1.000000	0.308236
42	1.000000	0.645831
43	0.000000	0.333011
44	1.000000	0.322260
45	1.000000	0.307435
46	0.000000	0.322260
47	1.000000	0.307435
48	0.000000	0.697286
49	0.000000	0.307357
50	1.000000	0.322260
51	1.000000	0.413439
52	0.000000	0.307238
53	1.000000	0.625679
54	1.000000	0.309663
55	0.000000	0.307265
56	0.000000	0.307802
57	0.000000	0.307233
58	0.000000	0.307313
59	0.000000	0.309414
60	0.000000	0.103597
61	0.000000	0.497802
62	1.000000	0.322260
63	0.000000	0.370315
64	1.000000	0.322260
65	0.000000	0.583080
66	0.000000	0.322260
67	0.000000	0.322257
68	0.000000	0.308897
69	0.000000	0.322114
70	1.000000	0.308897
71	0.000000	0.585646
72	0.000000	0.554430
73	0.000000	0.307243
74	1.000000	0.307252
75	0.000000	0.307252
76	1.000000	0.307252
77	1.000000	0.308647
78	1.000000	0.307244
79	0.000000	0.298450
80	0.000000	0.103813
81	0.000000	0.307239
82	0.000000	0.307819
83	1.000000	0.307819
84	0.000000	0.307819
85	0.000000	0.307819
86	0.000000	0.307819
87	0.000000	0.307819
88	1.000000	0.307819
89	0.000000	0.307819
90	0.000000	0.307819
91	0.000000	0.307819
92	0.000000	0.307819
93	0.000000	0.106566
94	0.000000	0.307239
95	1.000000	0.358337
96	0.000000	0.322248
97	0.000000	0.307829
98	1.000000	0.307386
99	0.000000	0.308305
100	0.000000	0.307238
101	0.000000	0.103843
102	0.000000	0.307234
103	0.000000	0.307536
104	0.000000	0.157175
105	0.000000	0.103597
106	0.000000	0.307231
107	0.000000	0.322259
108	0.000000	0.310579
109	0.000000	0.310579
110	0.000000	0.307268
111	0.000000	0.307268
112	0.000000	0.307268
113	0.000000	0.307268
114	1.000000	0.307268
115	0.000000	0.307268
116	0.000000	0.307268
117	0.000000	0.307268
118	0.000000	0.307268
119	0.000000	0.307268
120	1.000000	0.307268
121	0.000000	0.307268
122	0.000000	0.093326
123	0.000000	0.307268
124	1.000000	0.307230
125	0.000000	0.107140
126	1.000000	0.103598
127	0.000000	0.307225
128	0.000000	0.168799
129	0.000000	0.103767
130	0.000000	0.085479
131	0.000000	0.301969
132	0.000000	0.083900
133	0.000000	0.307230
134	0.000000	0.307228
135	0.000000	0.285424
136	0.000000	0.103598
137	0.000000	0.322243
138	0.000000	0.083846
139	0.000000	0.103601
140	0.000000	0.114439
141	1.000000	0.084271
142	1.000000	0.295965
143	0.000000	0.145664
144	0.000000	0.239774
145	0.000000	0.299717
146	1.000000	0.103597
147	0.000000	0.103597
148	0.000000	0.103597
149	0.000000	0.307230
150	0.000000	0.109247
151	0.000000	0.103693
152	0.000000	0.146664
153	0.000000	0.103597
154	0.000000	0.103598
155	0.000000	0.307230
156	0.000000	0.103597
157	0.000000	0.023422
158	0.000000	0.307230
159	0.000000	0.103992
160	0.000000	0.119371
161	0.000000	0.103739
162	0.000000	0.103597
163	0.000000	0.103597
164	0.000000	0.103597
165	0.000000	0.083841
166	0.000000	0.103958
167	0.000000	0.103958
168	0.000000	0.103958
169	1.000000	0.103958
170	0.000000	0.103958
171	1.000000	0.083844
172	0.000000	0.083844
173	0.000000	0.103597
174	0.000000	0.024192
175	0.000000	0.023754
176	0.000000	0.023527
177	0.000000	0.103597
178	0.000000	0.103600
179	0.000000	0.102964
180	0.000000	0.083843
181	0.000000	0.103604
182	1.000000	0.023294
