Pattern	Desired Output	Network Output
1	0.000000	0.085804
2	1.000000	0.649672
3	1.000000	0.649672
4	1.000000	0.649672
5	0.000000	0.649672
6	1.000000	0.649672
7	1.000000	0.649672
8	1.000000	0.649672
9	0.000000	0.649672
10	1.000000	0.649672
11	1.000000	0.649672
12	1.000000	0.316925
13	0.000000	0.649672
14	0.000000	0.649672
15	0.000000	0.649672
16	1.000000	0.649672
17	0.000000	0.326002
18	1.000000	0.321671
19	1.000000	0.645536
20	1.000000	0.649671
21	1.000000	0.649669
22	1.000000	0.649672
23	1.000000	0.649671
24	1.000000	0.649671
25	1.000000	0.649671
26	0.000000	0.649523
27	0.000000	0.319240
28	1.000000	0.392084
29	0.000000	0.649032
30	0.000000	0.615999
31	1.000000	0.624509
32	1.000000	0.317067
33	1.000000	0.318838
34	0.000000	0.641661
35	0.000000	0.318838
36	0.000000	0.617815
37	1.000000	0.317067
38	1.000000	0.648751
39	1.000000	0.617815
40	1.000000	0.649646
41	1.000000	0.316920
42	1.000000	0.613893
43	0.000000	0.649364
44	1.000000	0.463299
45	1.000000	0.316919
46	0.000000	0.272837
47	1.000000	0.316919
48	0.000000	0.637354
49	0.000000	0.316961
50	1.000000	0.424509
51	1.000000	0.430302
52	0.000000	0.316922
53	1.000000	0.596616
54	1.000000	0.320690
55	0.000000	0.316954
56	0.000000	0.318003
57	0.000000	0.316921
58	0.000000	0.317034
59	0.000000	0.320233
60	0.000000	0.090510
61	0.000000	0.640164
62	1.000000	0.299859
63	0.000000	0.593802
64	1.000000	0.272810
65	0.000000	0.294646
66	0.000000	0.272817
67	0.000000	0.273319
68	0.000000	0.319146
69	0.000000	0.468386
70	1.000000	0.319146
71	0.000000	0.560023
72	0.000000	0.549763
73	0.000000	0.316919
74	1.000000	0.316920
75	0.000000	0.316920
76	1.000000	0.316920
77	1.000000	0.317932
78	1.000000	0.316939
79	0.000000	0.120956
80	0.000000	0.222954
81	0.000000	0.316941
82	0.000000	0.316919
83	1.000000	0.316919
84	0.000000	0.316919
85	0.000000	0.316919
86	0.000000	0.316919
87	0.000000	0.316919
88	1.000000	0.316919
89	0.000000	0.316919
90	0.000000	0.316919
91	0.000000	0.316919
92	0.000000	0.316919
93	0.000000	0.091731
94	0.000000	0.316940
95	1.000000	0.104215
96	0.000000	0.272798
97	0.000000	0.317449
98	1.000000	0.316919
99	0.000000	0.304515
100	0.000000	0.316937
101	0.000000	0.086238
102	0.000000	0.316920
103	0.000000	0.260909
104	0.000000	0.314323
105	0.000000	0.086037
106	0.000000	0.316919
107	0.000000	0.272807
108	0.000000	0.259611
109	0.000000	0.259611
110	0.000000	0.316919
111	0.000000	0.316919
112	0.000000	0.316919
113	0.000000	0.316919
114	1.000000	0.316919
115	0.000000	0.316919
116	0.000000	0.316919
117	0.000000	0.316919
118	0.000000	0.316919
119	0.000000	0.316919
120	1.000000	0.316919
121	0.000000	0.316919
122	0.000000	0.094614
123	0.000000	0.316919
124	1.000000	0.315786
125	0.000000	0.089996
126	1.000000	0.089674
127	0.000000	0.176061
128	0.000000	0.085816
129	0.000000	0.241493
130	0.000000	0.088839
131	0.000000	0.244546
132	0.000000	0.085863
133	0.000000	0.316919
134	0.000000	0.313800
135	0.000000	0.262137
136	0.000000	0.087135
137	0.000000	0.272785
138	0.000000	0.086107
139	0.000000	0.085805
140	0.000000	0.086541
141	1.000000	0.086105
142	1.000000	0.085804
143	0.000000	0.085819
144	0.000000	0.085808
145	0.000000	0.085855
146	1.000000	0.085959
147	0.000000	0.085959
148	0.000000	0.085959
149	0.000000	0.316819
150	0.000000	0.087813
151	0.000000	0.085804
152	0.000000	0.315175
153	0.000000	0.085804
154	0.000000	0.085807
155	0.000000	0.315620
156	0.000000	0.085816
157	0.000000	0.086056
158	0.000000	0.314704
159	0.000000	0.085804
160	0.000000	0.086207
161	0.000000	0.085804
162	0.000000	0.085804
163	0.000000	0.085805
164	0.000000	0.085805
165	0.000000	0.085804
166	0.000000	0.174599
167	0.000000	0.174599
168	0.000000	0.174599
169	1.000000	0.174599
170	0.000000	0.174599
171	1.000000	0.085805
172	0.000000	0.085805
173	0.000000	0.085804
174	0.000000	0.085807
175	0.000000	0.085804
176	0.000000	0.085804
177	0.000000	0.085804
178	0.000000	0.085805
179	0.000000	0.085804
180	0.000000	0.085804
181	0.000000	0.085805
182	1.000000	0.085804
183	0.000000	0.091838
184	0.000000	0.086024
185	0.000000	0.085805
186	0.000000	0.085804
187	0.000000	0.085804
188	0.000000	0.085804
189	0.000000	0.085804
190	0.000000	0.085804
191	0.000000	0.085854
192	0.000000	0.085854
193	0.000000	0.085854
194	0.000000	0.085854
195	0.000000	0.085854
196	0.000000	0.085854
197	1.000000	0.085804
198	0.000000	0.085804
199	0.000000	0.085804
200	0.000000	0.085804
201	0.000000	0.085804
202	0.000000	0.085804
203	0.000000	0.085805
204	0.000000	0.085805
205	0.000000	0.085805
206	0.000000	0.085805
207	0.000000	0.085805
208	0.000000	0.085804
209	0.000000	0.085804
210	1.000000	0.085805
211	0.000000	0.085804
212	0.000000	0.085804
213	0.000000	0.085804
214	1.000000	0.085804
215	0.000000	0.085804
216	0.000000	0.085804
217	0.000000	0.085804
218	0.000000	0.085804
219	0.000000	0.085804
220	0.000000	0.085804
221	0.000000	0.085804
222	0.000000	0.085804
223	0.000000	0.085804
224	0.000000	0.085804
225	0.000000	0.085804
226	0.000000	0.085804
227	0.000000	0.085804
228	0.000000	0.085804
229	0.000000	0.085804
230	0.000000	0.085804
231	0.000000	0.085804
232	0.000000	0.085804
233	0.000000	0.085804
234	1.000000	0.085804
235	0.000000	0.085804
236	0.000000	0.085804
237	0.000000	0.085804
238	0.000000	0.085804
239	0.000000	0.085804
240	0.000000	0.085804
241	0.000000	0.085804
242	0.000000	0.085804
243	0.000000	0.085804
244	0.000000	0.085804
245	0.000000	0.085804
246	0.000000	0.085804
247	0.000000	0.085804
248	0.000000	0.085804
249	0.000000	0.085804
