Pattern	Desired Output	Network Output
1	0.000000	0.113421
2	1.000000	0.647029
3	1.000000	0.647029
4	1.000000	0.647029
5	0.000000	0.647029
6	1.000000	0.647029
7	1.000000	0.647029
8	1.000000	0.647029
9	0.000000	0.647029
10	1.000000	0.647029
11	1.000000	0.647029
12	1.000000	0.647028
13	0.000000	0.647029
14	0.000000	0.647029
15	0.000000	0.647029
16	1.000000	0.647029
17	0.000000	0.647029
18	1.000000	0.647027
19	1.000000	0.647029
20	1.000000	0.647029
21	1.000000	0.647029
22	1.000000	0.647029
23	1.000000	0.647029
24	1.000000	0.647029
25	1.000000	0.647029
26	0.000000	0.647029
27	0.000000	0.295749
28	1.000000	0.631365
29	0.000000	0.647029
30	0.000000	0.646590
31	1.000000	0.647023
32	1.000000	0.647029
33	1.000000	0.295699
34	0.000000	0.647029
35	0.000000	0.295699
36	0.000000	0.647010
37	1.000000	0.647029
38	1.000000	0.647028
39	1.000000	0.647010
40	1.000000	0.647029
41	1.000000	0.232685
42	1.000000	0.646993
43	0.000000	0.647029
44	1.000000	0.619452
45	1.000000	0.295728
46	0.000000	0.522179
47	1.000000	0.295728
48	0.000000	0.113568
49	0.000000	0.276724
50	1.000000	0.647028
51	1.000000	0.647029
52	0.000000	0.647016
53	1.000000	0.646294
54	1.000000	0.647029
55	0.000000	0.268702
56	0.000000	0.294240
57	0.000000	0.647004
58	0.000000	0.647021
59	0.000000	0.647028
60	0.000000	0.113421
61	0.000000	0.647027
62	1.000000	0.116725
63	0.000000	0.593882
64	1.000000	0.113423
65	0.000000	0.113430
66	0.000000	0.113432
67	0.000000	0.155670
68	0.000000	0.647027
69	0.000000	0.212726
70	1.000000	0.647027
71	0.000000	0.426140
72	0.000000	0.329030
73	0.000000	0.295475
74	1.000000	0.222207
75	0.000000	0.222207
76	1.000000	0.222207
77	1.000000	0.647015
78	1.000000	0.295762
79	0.000000	0.113421
80	0.000000	0.113421
81	0.000000	0.248920
82	0.000000	0.211446
83	1.000000	0.211446
84	0.000000	0.211446
85	0.000000	0.211446
86	0.000000	0.211446
87	0.000000	0.211446
88	1.000000	0.211446
89	0.000000	0.211446
90	0.000000	0.211446
91	0.000000	0.211446
92	0.000000	0.211446
93	0.000000	0.113421
94	0.000000	0.246256
95	1.000000	0.113421
96	0.000000	0.113423
97	0.000000	0.552308
98	1.000000	0.227030
99	0.000000	0.640466
100	0.000000	0.241135
101	0.000000	0.113421
102	0.000000	0.218987
103	0.000000	0.246224
104	0.000000	0.113423
105	0.000000	0.113421
106	0.000000	0.294486
107	0.000000	0.113421
108	0.000000	0.113348
109	0.000000	0.113348
110	0.000000	0.271519
111	0.000000	0.271519
112	0.000000	0.271519
113	0.000000	0.271519
114	1.000000	0.271519
115	0.000000	0.271519
116	0.000000	0.271519
117	0.000000	0.271519
118	0.000000	0.271519
119	0.000000	0.271519
120	1.000000	0.271519
121	0.000000	0.271519
122	0.000000	0.113424
123	0.000000	0.271519
124	1.000000	0.309238
125	0.000000	0.113421
126	1.000000	0.113421
127	0.000000	0.113425
128	0.000000	0.113421
129	0.000000	0.113421
130	0.000000	0.113348
131	0.000000	0.113421
132	0.000000	0.113421
133	0.000000	0.212544
134	0.000000	0.113396
135	0.000000	0.113421
136	0.000000	0.113421
137	0.000000	0.113421
138	0.000000	0.113348
139	0.000000	0.113421
140	0.000000	0.113421
141	1.000000	0.113421
142	1.000000	0.113421
143	0.000000	0.113414
144	0.000000	0.113421
145	0.000000	0.113421
146	1.000000	0.113421
147	0.000000	0.113421
148	0.000000	0.113421
149	0.000000	0.196915
150	0.000000	0.113421
151	0.000000	0.113421
152	0.000000	0.113403
153	0.000000	0.113421
154	0.000000	0.113421
155	0.000000	0.113354
156	0.000000	0.113421
157	0.000000	0.113421
158	0.000000	0.113348
159	0.000000	0.113421
160	0.000000	0.113421
161	0.000000	0.113421
162	0.000000	0.113421
163	0.000000	0.113421
164	0.000000	0.113421
165	0.000000	0.113421
166	0.000000	0.113420
167	0.000000	0.113420
168	0.000000	0.113420
169	1.000000	0.113420
170	0.000000	0.113420
171	1.000000	0.113348
172	0.000000	0.113348
173	0.000000	0.113421
174	0.000000	0.113421
175	0.000000	0.113421
176	0.000000	0.113421
177	0.000000	0.113421
178	0.000000	0.113421
179	0.000000	0.113421
180	0.000000	0.113421
181	0.000000	0.113421
182	1.000000	0.113421
183	0.000000	0.113348
184	0.000000	0.113420
185	0.000000	0.113421
186	0.000000	0.113421
